Transaction Amount,Transaction Time,Transaction Type,Merchant Category,Merchant Location,Average Transaction Amount,Transaction Frequency,Time Since Last Transaction,Transaction Velocity,Historical Transaction Patterns,Device ID,Browser and OS,IP Address,Channel,Billing Address vs. Shipping Address,Distance from Last Transaction,Country,Region,Blacklisted Merchants or IPs,Real-time Threat Intelligence,Social Media or Public Data,Keystroke Dynamics,Mouse Movement,Touchscreen Gestures,Anomaly Scores,Categorical Aggregates,Temporal Aggregates,User Age,Account Tenure,Credit Score,Fraudulent
70.96,2024-03-09 09:32,In-store,Dining,Pretoria,146.64,7,27,High,Infrequent,DEV1723,"Firefox, Win11",91.56.196.246,Mobile,Yes,47.6,South Africa,Western cape ,Yes,High,No,Moderate,Moderate,High,0.34,Low,High,57,10,735,1
146.37,2024-05-17 15:36,In-store,Clothing,Durban,61.18,4,11,Low,Frequent,DEV4124,"Edge, Win11",15.138.199.41,Mobile,No,37.6,South Africa,gauteng,No,High,Yes,Low,Moderate,Low,0.84,Low,Medium,32,9,748,0
99.37,2024-04-17 23:05,Online,Electronics,Durban,59.18,13,2,High,Frequent,DEV3974,"Safari, iOS",28.31.33.246,Web,No,10.0,South Africa,Kwazulu Natal,Yes,Low,Yes,High,High,High,0.98,High,Low,69,6,640,1
62.9,2024-03-20 16:03,In-store,Clothing,Joburg,291.76,14,22,High,Infrequent,DEV2892,"Firefox, Win11",7.205.164.110,Web,Yes,2.6,South Africa,Western cape ,No,High,No,High,Moderate,Moderate,0.42,Medium,High,29,10,655,0
205.79,2024-06-16 22:44,In-store,Dining,Pretoria,274.95,14,11,High,Infrequent,DEV9058,"Edge, Win11",7.54.191.176,Web,No,48.2,South Africa,Eastern cape,No,Low,No,High,High,High,0.21,High,High,35,2,796,1
251.46,2024-02-15 03:07,In-store,Groceries,Durban,223.96,28,20,Medium,Frequent,DEV4548,"Safari, iOS",196.180.245.70,Mobile,Yes,16.1,South Africa,Eastern cape,No,Low,No,High,High,High,0.56,Low,High,33,9,767,0
247.48,2024-03-30 14:16,Online,Travel,Durban,280.86,16,20,High,Frequent,DEV7205,"Safari, iOS",185.169.198.107,Web,Yes,15.6,South Africa,gauteng,Yes,High,Yes,Moderate,Low,Low,0.29,Medium,High,39,4,789,0
157.22,2024-07-27 20:01,Online,Groceries,Capewtown,106.75,2,1,High,Frequent,DEV5531,"Firefox, Win11",133.35.239.1,Web,Yes,26.0,South Africa,gauteng,Yes,Low,No,High,High,High,0.62,Low,Medium,46,4,710,0
63.11,2024-07-19 03:36,Online,Clothing,Joburg,254.98,18,23,Low,Frequent,DEV9090,"Firefox, Win11",92.227.66.133,Mobile,No,48.9,South Africa,Eastern cape,No,Medium,No,Low,High,Moderate,0.27,Medium,High,20,7,614,0
299.94,2024-05-05 21:11,Online,Clothing,Pretoria,205.49,6,13,Medium,Infrequent,DEV9694,"Edge, Win11",177.33.45.35,Mobile,Yes,36.2,South Africa,Eastern cape,Yes,Low,Yes,Moderate,Low,Moderate,0.7,Medium,Medium,18,3,654,1
28.92,2024-01-31 12:24,Online,Groceries,Joburg,159.7,19,25,High,Frequent,DEV8623,"Chrome, Win10",168.162.175.195,Mobile,Yes,38.7,South Africa,Eastern cape,Yes,Low,No,Low,Moderate,Low,0.46,High,Medium,67,9,730,1
240.92,2024-06-25 07:40,In-store,Groceries,Durban,121.65,26,8,Medium,Infrequent,DEV1438,"Edge, Win11",40.74.180.167,Mobile,Yes,40.9,South Africa,Kwazulu Natal,Yes,Medium,Yes,Low,Moderate,Moderate,0.74,Medium,Medium,56,9,684,1
173.71,2024-02-12 03:47,In-store,Travel,Port Elizabeth,234.81,1,23,High,Infrequent,DEV6740,"Edge, Win11",16.65.72.28,Web,Yes,12.2,South Africa,Kwazulu Natal,No,Low,Yes,Low,Moderate,Low,0.87,Medium,Medium,21,1,755,0
118.85,2024-03-20 05:54,Online,Clothing,Capewtown,248.68,3,17,Low,Infrequent,DEV6481,"Chrome, Win10",208.170.10.145,Mobile,No,45.3,South Africa,Eastern cape,Yes,Low,No,Low,Moderate,Low,0.06,Medium,Low,21,4,611,0
150.55,2024-01-09 20:23,Online,Dining,Durban,123.99,27,28,Medium,Frequent,DEV3254,"Chrome, Win10",219.149.205.16,Mobile,No,21.8,South Africa,Western cape ,Yes,Medium,Yes,High,Moderate,High,0.9,High,High,62,9,791,1
107.54,2024-06-22 21:24,In-store,Travel,Port Elizabeth,296.99,16,15,Low,Frequent,DEV1178,"Firefox, Win11",26.80.219.144,Mobile,No,34.7,South Africa,Eastern cape,Yes,Low,No,Low,Moderate,Low,0.76,High,High,24,10,681,0
250.47,2024-03-08 08:12,Online,Groceries,Pretoria,299.44,7,3,High,Infrequent,DEV5733,"Edge, Win11",223.60.160.161,Web,No,49.2,South Africa,Eastern cape,Yes,Medium,No,Low,High,High,0.18,High,High,58,5,639,1
297.2,2024-05-09 05:51,Online,Travel,Capewtown,174.64,26,21,Low,Infrequent,DEV4347,"Safari, iOS",8.194.167.66,Mobile,No,40.6,South Africa,Western cape ,No,Low,No,Moderate,Low,High,0.38,Medium,Medium,66,7,784,0
86.42,2024-05-25 09:39,Online,Dining,Port Elizabeth,246.99,21,24,High,Frequent,DEV1406,"Firefox, Win11",20.160.155.61,Mobile,Yes,42.4,South Africa,Eastern cape,Yes,Medium,Yes,Low,Moderate,Moderate,0.34,High,Low,65,8,702,0
242.59,2024-03-01 03:35,In-store,Clothing,Pretoria,80.73,11,19,High,Frequent,DEV4297,"Safari, iOS",79.143.39.216,Mobile,Yes,23.5,South Africa,gauteng,Yes,Low,Yes,Low,Low,Moderate,0.9,Low,Medium,69,5,656,0
72.59,2024-02-22 10:08,Online,Groceries,Durban,109.03,3,1,Medium,Frequent,DEV9144,"Chrome, Win10",143.33.180.175,Mobile,No,14.5,South Africa,Eastern cape,No,High,Yes,Low,High,Moderate,0.36,Low,Low,23,10,776,1
31.99,2024-03-17 19:26,Online,Clothing,Capewtown,243.41,8,12,High,Frequent,DEV1128,"Edge, Win11",81.139.245.102,Web,Yes,2.0,South Africa,Eastern cape,No,Low,Yes,High,Low,High,0.69,Medium,High,36,3,787,0
92.73,2024-06-22 15:39,In-store,Clothing,Joburg,135.02,16,4,Low,Infrequent,DEV8380,"Chrome, Win10",56.117.183.104,Web,No,6.2,South Africa,gauteng,Yes,Medium,No,Low,Low,Low,0.17,High,High,27,7,788,0
291.17,2024-06-25 09:17,Online,Electronics,Capewtown,60.35,16,15,Medium,Infrequent,DEV6531,"Safari, iOS",4.102.113.226,Web,No,9.4,South Africa,Western cape ,No,Low,No,Low,High,Low,0.29,Low,Medium,65,4,664,1
265.77,2024-06-02 21:11,Online,Travel,Joburg,147.84,30,8,High,Frequent,DEV6165,"Chrome, Win10",52.223.122.231,Web,No,43.9,South Africa,Eastern cape,Yes,Low,No,Low,Moderate,Moderate,0.66,Low,High,39,9,761,0
146.06,2024-07-02 10:36,In-store,Clothing,Joburg,72.76,13,29,High,Infrequent,DEV7622,"Chrome, Win10",220.20.240.209,Mobile,No,29.5,South Africa,Western cape ,Yes,High,No,Moderate,High,High,0.44,Medium,High,28,4,605,1
169.06,2024-04-03 16:19,Online,Clothing,Pretoria,135.96,23,21,Medium,Frequent,DEV8882,"Safari, iOS",5.209.87.254,Mobile,Yes,18.0,South Africa,Kwazulu Natal,Yes,Medium,No,Moderate,High,Low,0.59,Medium,High,18,10,617,1
124.73,2024-04-12 20:47,In-store,Groceries,Pretoria,71.59,3,5,Medium,Infrequent,DEV7549,"Edge, Win11",184.243.162.246,Mobile,No,37.3,South Africa,Kwazulu Natal,No,Medium,No,Low,Low,Moderate,0.18,Medium,Medium,54,2,737,0
190.57,2024-05-24 04:05,In-store,Clothing,Durban,245.06,19,10,Low,Infrequent,DEV9660,"Safari, iOS",8.227.192.209,Web,No,46.9,South Africa,Kwazulu Natal,Yes,Low,No,High,High,Moderate,0.92,High,High,42,9,607,0
297.77,2024-01-30 08:31,In-store,Groceries,Joburg,91.15,13,5,Medium,Frequent,DEV9846,"Edge, Win11",215.116.98.114,Web,Yes,17.8,South Africa,Kwazulu Natal,No,Low,Yes,Moderate,Moderate,Low,0.6,Low,High,70,4,609,0
235.67,2024-03-30 15:13,Online,Electronics,Joburg,287.66,1,11,Low,Infrequent,DEV7734,"Firefox, Win11",65.254.217.42,Web,Yes,9.4,South Africa,gauteng,Yes,High,No,Moderate,High,High,0.59,Low,Low,56,2,674,1
71.45,2024-07-05 05:37,Online,Travel,Capewtown,221.2,20,6,Medium,Frequent,DEV8577,"Firefox, Win11",157.110.3.180,Mobile,No,16.7,South Africa,Eastern cape,No,Low,No,High,Low,Moderate,0.8,Low,Low,31,2,760,0
161.83,2024-02-24 17:50,Online,Electronics,Durban,119.77,11,22,Low,Frequent,DEV8992,"Edge, Win11",123.75.98.43,Mobile,No,0.6,South Africa,Western cape ,Yes,Low,Yes,Low,Moderate,Moderate,0.12,Low,Medium,70,7,606,0
129.76,2024-05-19 07:17,In-store,Groceries,Port Elizabeth,50.82,22,25,Low,Frequent,DEV2920,"Safari, iOS",15.94.166.23,Mobile,Yes,4.4,South Africa,gauteng,Yes,Low,Yes,Moderate,Moderate,Moderate,0.58,High,High,42,9,624,1
131.92,2024-02-04 04:39,Online,Clothing,Capewtown,242.85,15,21,High,Frequent,DEV4423,"Edge, Win11",158.65.97.28,Web,Yes,7.2,South Africa,Western cape ,No,Low,No,Moderate,Low,High,0.74,Medium,Low,44,2,661,1
124.0,2024-04-12 21:15,In-store,Travel,Joburg,139.96,18,26,Low,Frequent,DEV7506,"Safari, iOS",198.198.174.123,Web,No,18.4,South Africa,Kwazulu Natal,Yes,Medium,Yes,Low,Moderate,Moderate,0.37,Medium,High,59,4,793,1
204.23,2024-07-07 02:02,Online,Travel,Port Elizabeth,85.92,19,21,High,Frequent,DEV1099,"Safari, iOS",79.149.58.128,Mobile,Yes,27.2,South Africa,Western cape ,Yes,Low,No,Moderate,High,Moderate,0.9,Low,Low,54,3,758,0
214.8,2024-03-03 02:19,Online,Electronics,Capewtown,257.76,29,12,Low,Frequent,DEV5741,"Chrome, Win10",130.98.4.9,Web,No,20.0,South Africa,Kwazulu Natal,No,Low,Yes,Moderate,Moderate,High,0.89,Low,Medium,53,2,692,0
165.79,2024-05-17 01:09,In-store,Clothing,Pretoria,112.38,26,3,High,Infrequent,DEV2612,"Safari, iOS",109.250.206.79,Mobile,No,48.7,South Africa,Western cape ,Yes,Low,No,High,High,Moderate,0.15,Low,Low,19,6,605,0
116.26,2024-03-24 07:54,Online,Electronics,Capewtown,160.73,20,4,Low,Infrequent,DEV5611,"Firefox, Win11",215.46.27.118,Mobile,No,34.6,South Africa,Western cape ,Yes,Medium,No,Low,Low,Low,0.04,Medium,High,23,1,778,0
178.53,2024-02-09 15:34,Online,Travel,Pretoria,86.77,1,10,High,Infrequent,DEV6892,"Chrome, Win10",163.213.60.37,Mobile,No,24.4,South Africa,gauteng,No,Low,Yes,Moderate,Low,Moderate,0.7,Low,High,38,7,615,1
87.56,2024-04-21 14:13,Online,Groceries,Capewtown,219.05,9,12,Medium,Infrequent,DEV5301,"Chrome, Win10",88.239.113.125,Web,No,18.6,South Africa,Eastern cape,No,High,Yes,High,Low,Moderate,0.75,High,Medium,44,3,703,0
66.93,2024-06-27 23:57,Online,Groceries,Capewtown,50.64,22,28,Low,Frequent,DEV8824,"Chrome, Win10",2.247.215.94,Web,Yes,18.3,South Africa,gauteng,Yes,Medium,No,High,Low,Moderate,0.71,High,Medium,41,7,781,1
44.79,2024-06-10 23:14,In-store,Electronics,Pretoria,93.83,20,29,Low,Frequent,DEV4639,"Firefox, Win11",22.210.62.219,Mobile,No,15.7,South Africa,Kwazulu Natal,Yes,Medium,No,Low,Moderate,Low,0.08,High,High,34,2,765,0
81.27,2024-04-26 00:58,In-store,Groceries,Durban,78.43,17,11,High,Infrequent,DEV9354,"Chrome, Win10",196.21.3.70,Web,No,44.2,South Africa,Eastern cape,Yes,Medium,No,Moderate,High,High,0.08,High,Medium,20,6,632,1
120.41,2024-06-04 16:23,Online,Electronics,Durban,107.36,28,19,Low,Frequent,DEV1307,"Firefox, Win11",82.131.44.112,Web,Yes,46.7,South Africa,gauteng,Yes,Medium,Yes,Moderate,Moderate,Moderate,0.45,Medium,High,29,10,758,1
201.22,2024-03-02 06:00,In-store,Groceries,Capewtown,197.43,28,26,Low,Frequent,DEV9129,"Edge, Win11",155.64.252.30,Web,No,48.7,South Africa,Eastern cape,No,Medium,No,High,Low,Moderate,0.55,Medium,Low,20,6,637,1
136.04,2024-01-13 17:35,In-store,Electronics,Port Elizabeth,124.96,8,10,High,Frequent,DEV5739,"Safari, iOS",85.165.147.162,Mobile,No,27.5,South Africa,Western cape ,No,Medium,No,High,Low,Low,0.41,High,Low,35,9,667,1
185.15,2024-01-22 21:54,In-store,Dining,Durban,193.01,25,14,Medium,Frequent,DEV9390,"Firefox, Win11",31.53.238.193,Web,No,12.4,South Africa,gauteng,Yes,High,No,Low,Moderate,High,0.09,High,Low,58,3,798,1
94.09,2024-07-24 01:21,Online,Groceries,Durban,65.67,2,27,Medium,Infrequent,DEV3475,"Safari, iOS",76.60.231.54,Web,Yes,18.8,South Africa,Kwazulu Natal,Yes,High,Yes,Moderate,Low,Moderate,0.02,High,Low,33,7,738,1
108.74,2024-07-19 20:17,In-store,Clothing,Joburg,165.78,17,10,Low,Frequent,DEV4091,"Firefox, Win11",3.73.63.86,Web,No,11.7,South Africa,gauteng,Yes,Low,Yes,High,High,High,0.14,High,High,68,7,662,1
20.67,2024-07-23 09:49,In-store,Clothing,Port Elizabeth,250.7,2,24,High,Frequent,DEV3378,"Firefox, Win11",38.239.166.64,Mobile,No,39.7,South Africa,Western cape ,Yes,Low,No,High,High,Moderate,0.24,Medium,Low,50,10,623,0
187.88,2024-06-02 08:12,In-store,Electronics,Joburg,100.6,11,17,Medium,Infrequent,DEV2427,"Firefox, Win11",67.208.208.107,Web,No,16.4,South Africa,Eastern cape,Yes,Low,No,High,High,Moderate,0.28,Medium,High,63,9,668,0
53.42,2024-05-22 15:59,Online,Travel,Port Elizabeth,33.29,4,2,Low,Infrequent,DEV8830,"Edge, Win11",157.200.22.4,Web,Yes,20.2,South Africa,gauteng,Yes,Medium,No,Low,Moderate,High,0.9,Low,Medium,21,5,694,0
127.64,2024-01-09 07:27,In-store,Travel,Durban,235.2,14,17,High,Infrequent,DEV2333,"Safari, iOS",194.118.178.8,Mobile,Yes,11.7,South Africa,Kwazulu Natal,No,Low,No,Low,Moderate,High,0.45,High,Medium,65,8,764,1
33.03,2024-02-12 16:32,Online,Electronics,Durban,54.1,16,25,High,Frequent,DEV5465,"Edge, Win11",216.173.166.96,Web,Yes,28.4,South Africa,gauteng,Yes,Medium,No,Low,High,Low,0.07,High,High,55,8,616,1
256.65,2024-05-15 12:34,Online,Groceries,Durban,274.51,2,7,Medium,Frequent,DEV9811,"Edge, Win11",188.142.158.113,Mobile,No,13.3,South Africa,Western cape ,Yes,Low,No,Low,Low,Moderate,0.87,Medium,Medium,39,9,645,1
192.21,2024-01-04 03:08,In-store,Travel,Pretoria,64.03,28,1,Low,Frequent,DEV2313,"Safari, iOS",144.112.190.255,Web,Yes,37.1,South Africa,Kwazulu Natal,Yes,Low,Yes,High,High,High,0.64,Low,Medium,43,2,730,1
252.84,2024-05-17 02:10,In-store,Dining,Durban,177.37,18,10,Medium,Infrequent,DEV1622,"Safari, iOS",25.63.7.175,Mobile,Yes,43.0,South Africa,Eastern cape,No,Medium,Yes,High,Low,Low,0.26,Low,Low,60,10,639,0
276.3,2024-03-07 22:06,In-store,Electronics,Capewtown,243.76,26,29,Low,Frequent,DEV5620,"Firefox, Win11",162.210.169.43,Web,Yes,33.1,South Africa,Kwazulu Natal,No,High,No,Moderate,Moderate,Low,0.18,Low,Low,47,2,648,0
147.47,2024-05-22 03:36,In-store,Clothing,Pretoria,259.95,2,3,High,Infrequent,DEV1623,"Firefox, Win11",10.48.201.239,Web,Yes,48.7,South Africa,Kwazulu Natal,No,Medium,No,Moderate,Moderate,High,0.75,Low,Medium,24,3,700,1
284.41,2024-04-09 09:23,In-store,Clothing,Capewtown,89.33,10,12,Low,Infrequent,DEV7221,"Firefox, Win11",37.88.33.95,Mobile,No,39.9,South Africa,gauteng,No,Medium,Yes,Low,Moderate,High,0.99,High,Low,49,8,673,1
225.24,2024-03-23 18:51,In-store,Dining,Pretoria,145.34,13,20,High,Infrequent,DEV7928,"Chrome, Win10",2.51.208.61,Mobile,Yes,25.4,South Africa,Eastern cape,No,Low,No,High,Low,High,0.29,Medium,Medium,24,7,662,0
91.47,2024-07-31 08:04,Online,Clothing,Pretoria,222.61,7,7,Low,Frequent,DEV1521,"Edge, Win11",132.246.94.184,Mobile,No,29.3,South Africa,Western cape ,No,High,Yes,Low,Moderate,Low,0.62,Medium,High,59,1,761,0
198.62,2024-03-29 07:05,In-store,Dining,Capewtown,23.37,8,14,Medium,Infrequent,DEV1712,"Firefox, Win11",197.37.155.91,Mobile,Yes,7.4,South Africa,Eastern cape,No,Low,Yes,Low,High,Low,0.99,Medium,Medium,68,4,728,0
208.1,2024-05-12 02:22,In-store,Travel,Capewtown,207.68,22,15,Low,Frequent,DEV1510,"Safari, iOS",222.25.39.44,Mobile,Yes,24.9,South Africa,Western cape ,Yes,High,No,Low,Moderate,High,0.42,High,High,59,3,783,1
113.14,2024-06-21 01:51,In-store,Travel,Pretoria,294.59,9,4,High,Infrequent,DEV1373,"Chrome, Win10",148.118.121.34,Mobile,No,43.5,South Africa,Eastern cape,Yes,Low,Yes,Low,Moderate,High,0.28,High,Low,58,10,787,0
128.23,2024-05-08 21:18,In-store,Travel,Port Elizabeth,249.89,4,5,Medium,Infrequent,DEV6974,"Firefox, Win11",58.75.27.77,Web,Yes,26.7,South Africa,gauteng,Yes,High,No,High,Moderate,Moderate,0.73,High,Low,26,8,775,1
123.83,2024-01-03 10:56,In-store,Clothing,Capewtown,78.66,20,4,High,Frequent,DEV2139,"Edge, Win11",79.136.124.229,Mobile,Yes,3.2,South Africa,gauteng,No,Low,Yes,High,Moderate,Moderate,0.4,Low,Medium,23,5,663,1
157.42,2024-01-18 09:39,Online,Clothing,Joburg,143.37,18,27,High,Infrequent,DEV6208,"Safari, iOS",188.5.213.6,Web,Yes,38.2,South Africa,Kwazulu Natal,No,Low,Yes,High,Low,High,1.0,Low,Low,59,5,620,0
86.71,2024-07-18 09:50,Online,Groceries,Durban,26.23,6,22,Medium,Frequent,DEV2401,"Safari, iOS",34.135.155.246,Web,No,8.1,South Africa,Western cape ,No,Medium,Yes,High,High,Low,0.48,Medium,Medium,25,4,644,0
252.52,2024-02-17 17:19,In-store,Travel,Durban,105.4,26,7,High,Infrequent,DEV2870,"Chrome, Win10",165.28.7.77,Mobile,No,18.7,South Africa,gauteng,Yes,Low,No,High,Moderate,Moderate,0.62,Medium,Medium,67,6,681,1
247.64,2024-03-09 10:00,In-store,Clothing,Port Elizabeth,54.76,20,5,Medium,Frequent,DEV5496,"Safari, iOS",87.86.52.253,Mobile,No,38.1,South Africa,Kwazulu Natal,Yes,High,Yes,Moderate,High,High,0.88,Low,High,42,9,702,0
257.91,2024-02-10 23:57,In-store,Travel,Durban,190.62,22,28,Low,Infrequent,DEV7159,"Edge, Win11",77.189.65.89,Mobile,Yes,37.3,South Africa,Eastern cape,Yes,High,Yes,Moderate,Moderate,High,0.33,High,Low,58,5,614,0
46.57,2024-06-24 13:28,In-store,Travel,Joburg,22.21,2,18,Low,Infrequent,DEV2191,"Chrome, Win10",190.165.55.162,Web,Yes,28.7,South Africa,Western cape ,No,Medium,Yes,Moderate,High,High,0.97,High,Medium,30,6,636,0
199.93,2024-07-16 08:32,In-store,Travel,Durban,50.55,30,22,High,Infrequent,DEV2266,"Safari, iOS",191.142.89.121,Web,No,29.4,South Africa,Western cape ,Yes,Low,No,Low,Moderate,Moderate,0.94,Medium,Medium,62,10,723,1
293.91,2024-01-19 17:14,In-store,Travel,Port Elizabeth,253.89,22,21,Medium,Frequent,DEV5360,"Edge, Win11",124.237.208.159,Mobile,No,32.0,South Africa,Eastern cape,Yes,Low,Yes,High,Moderate,High,0.92,Low,Low,50,5,653,0
136.83,2024-07-10 23:32,In-store,Groceries,Joburg,136.53,12,20,High,Infrequent,DEV2389,"Edge, Win11",47.103.148.181,Web,Yes,18.4,South Africa,Western cape ,Yes,Medium,Yes,Low,Low,High,0.67,High,Medium,62,8,700,0
160.86,2024-05-09 14:30,In-store,Clothing,Durban,282.66,8,18,Low,Frequent,DEV6143,"Firefox, Win11",12.38.10.245,Mobile,No,17.7,South Africa,Kwazulu Natal,Yes,Low,No,Moderate,High,Low,0.49,Low,Medium,59,9,731,1
227.8,2024-05-14 08:20,Online,Electronics,Pretoria,195.84,9,12,High,Frequent,DEV4872,"Firefox, Win11",182.79.235.198,Mobile,Yes,30.6,South Africa,Kwazulu Natal,Yes,High,Yes,High,Moderate,High,0.52,High,Low,43,6,725,0
41.37,2024-07-15 23:52,Online,Electronics,Durban,125.5,22,14,Medium,Infrequent,DEV1910,"Safari, iOS",117.248.15.59,Mobile,Yes,46.6,South Africa,Kwazulu Natal,No,Low,Yes,Low,Moderate,Moderate,0.41,Low,Low,43,9,780,1
203.07,2024-05-22 05:20,Online,Electronics,Durban,128.51,26,13,High,Frequent,DEV7507,"Chrome, Win10",167.68.186.30,Web,No,4.3,South Africa,Kwazulu Natal,No,Medium,Yes,Low,Low,Moderate,0.31,Low,Low,49,8,742,1
191.56,2024-05-03 03:44,Online,Dining,Joburg,196.7,13,21,Medium,Frequent,DEV2460,"Chrome, Win10",90.184.78.132,Web,Yes,29.9,South Africa,gauteng,Yes,Medium,Yes,Low,Moderate,High,0.12,High,Medium,39,2,653,1
278.98,2024-07-29 13:39,In-store,Groceries,Port Elizabeth,105.07,13,27,Medium,Frequent,DEV8544,"Firefox, Win11",194.137.17.64,Mobile,Yes,8.0,South Africa,Eastern cape,Yes,Medium,No,High,Moderate,Moderate,0.75,High,High,64,5,764,1
213.61,2024-04-22 17:10,Online,Dining,Pretoria,259.46,20,14,Low,Frequent,DEV8921,"Chrome, Win10",42.114.169.133,Mobile,No,40.9,South Africa,Eastern cape,Yes,Medium,No,High,Moderate,Moderate,0.77,High,High,70,6,641,0
280.54,2024-07-02 07:08,In-store,Dining,Port Elizabeth,122.18,25,10,Medium,Infrequent,DEV9998,"Edge, Win11",76.218.25.67,Mobile,Yes,36.4,South Africa,gauteng,Yes,Medium,Yes,Moderate,Moderate,Low,0.85,Low,Low,30,7,681,0
92.31,2024-05-07 17:24,Online,Electronics,Joburg,52.86,16,9,Low,Infrequent,DEV7818,"Safari, iOS",65.149.20.42,Mobile,Yes,6.6,South Africa,Eastern cape,Yes,Medium,No,Low,Moderate,Moderate,0.38,Low,Low,45,10,619,0
177.6,2024-06-21 07:26,Online,Dining,Port Elizabeth,86.82,18,5,Medium,Frequent,DEV9401,"Chrome, Win10",152.214.23.243,Mobile,Yes,34.5,South Africa,gauteng,No,Low,Yes,High,Moderate,Low,0.43,High,High,51,7,727,0
142.02,2024-07-31 08:48,Online,Groceries,Pretoria,161.81,27,13,High,Frequent,DEV9471,"Firefox, Win11",193.163.189.47,Mobile,No,34.1,South Africa,gauteng,No,High,No,Moderate,Moderate,Low,0.82,Low,High,53,2,717,1
62.25,2024-07-12 19:41,In-store,Dining,Pretoria,295.57,29,1,Low,Infrequent,DEV4169,"Chrome, Win10",190.215.226.100,Web,No,32.9,South Africa,gauteng,Yes,High,Yes,Moderate,High,High,0.2,Low,High,20,9,632,1
206.51,2024-06-26 14:15,Online,Travel,Capewtown,117.32,5,22,Medium,Frequent,DEV8860,"Chrome, Win10",167.223.200.164,Mobile,Yes,16.0,South Africa,Kwazulu Natal,Yes,Medium,Yes,Low,Moderate,Low,0.07,High,High,40,5,754,1
79.6,2024-03-04 07:13,Online,Dining,Port Elizabeth,264.4,7,3,High,Frequent,DEV3727,"Edge, Win11",199.205.59.56,Web,Yes,3.8,South Africa,Western cape ,No,Medium,No,Moderate,Moderate,Low,0.67,High,Medium,45,7,739,0
209.93,2024-01-26 22:16,In-store,Groceries,Pretoria,200.57,21,1,Low,Frequent,DEV3083,"Firefox, Win11",105.176.59.16,Mobile,No,28.0,South Africa,gauteng,No,Medium,No,Moderate,Low,Low,0.59,Medium,Low,66,3,658,0
47.32,2024-03-24 13:48,In-store,Travel,Capewtown,101.03,28,2,High,Infrequent,DEV4420,"Edge, Win11",85.118.138.48,Mobile,No,5.5,South Africa,Western cape ,No,High,No,Moderate,Low,Low,0.12,Medium,Medium,61,7,674,1
147.79,2024-03-29 23:20,In-store,Dining,Durban,29.86,30,5,Low,Frequent,DEV8757,"Edge, Win11",198.48.32.155,Mobile,Yes,38.8,South Africa,Western cape ,No,Low,No,Moderate,High,High,0.08,High,Low,49,6,749,1
107.92,2024-07-28 18:18,In-store,Electronics,Pretoria,214.44,12,21,Medium,Frequent,DEV4426,"Edge, Win11",206.61.192.29,Mobile,No,22.7,South Africa,Western cape ,No,Medium,Yes,Moderate,Low,Low,0.59,High,Low,46,4,780,0
204.78,2024-05-20 10:43,In-store,Dining,Capewtown,140.83,23,30,Medium,Frequent,DEV5171,"Safari, iOS",14.82.77.95,Web,Yes,18.6,South Africa,Eastern cape,Yes,Medium,No,Moderate,Low,High,0.01,Low,Low,62,7,732,0
251.41,2024-07-11 07:58,Online,Electronics,Port Elizabeth,181.97,10,3,Low,Frequent,DEV9959,"Firefox, Win11",32.32.218.27,Web,No,1.6,South Africa,gauteng,No,Low,Yes,Moderate,Moderate,Low,0.91,High,Medium,45,6,710,1
172.64,2024-07-13 03:50,In-store,Travel,Pretoria,205.78,8,12,Medium,Frequent,DEV8349,"Edge, Win11",1.36.95.255,Web,No,14.5,South Africa,Western cape ,No,Low,Yes,High,High,Moderate,0.2,Low,Medium,33,9,774,0
158.9,2024-04-26 21:57,In-store,Travel,Joburg,20.92,12,23,High,Frequent,DEV2060,"Edge, Win11",185.206.90.157,Web,Yes,47.7,South Africa,gauteng,Yes,Low,Yes,Low,High,High,0.51,High,Medium,24,4,672,0
121.49,2024-05-11 01:47,Online,Electronics,Joburg,40.77,19,2,Low,Frequent,DEV5260,"Chrome, Win10",82.54.122.142,Mobile,No,26.2,South Africa,Eastern cape,Yes,Medium,No,Moderate,High,Low,0.04,Low,High,25,5,691,0
168.24,2024-04-13 20:36,In-store,Dining,Capewtown,201.79,17,10,Medium,Infrequent,DEV6023,"Edge, Win11",106.246.41.84,Mobile,No,9.4,South Africa,Eastern cape,Yes,High,Yes,Moderate,High,Low,0.93,Medium,Low,60,5,796,0
143.7,2024-07-12 15:21,Online,Dining,Port Elizabeth,282.45,23,7,Low,Infrequent,DEV1602,"Firefox, Win11",30.198.153.21,Web,Yes,38.4,South Africa,Eastern cape,Yes,High,Yes,Moderate,Low,Moderate,0.19,High,Medium,70,10,603,0
34.11,2024-03-14 20:15,In-store,Groceries,Port Elizabeth,68.84,17,14,Medium,Infrequent,DEV1143,"Chrome, Win10",118.84.68.6,Mobile,No,11.8,South Africa,gauteng,Yes,High,Yes,Moderate,Moderate,Moderate,0.28,High,High,66,4,704,0
122.11,2024-07-21 12:49,In-store,Electronics,Capewtown,37.79,16,21,High,Frequent,DEV8741,"Chrome, Win10",184.61.11.92,Web,Yes,29.3,South Africa,Kwazulu Natal,No,High,No,Low,High,High,0.61,Low,High,58,7,769,0
132.91,2024-04-02 13:36,In-store,Clothing,Capewtown,197.22,23,28,High,Frequent,DEV2796,"Chrome, Win10",141.125.135.26,Mobile,Yes,17.5,South Africa,gauteng,Yes,Low,Yes,Moderate,Moderate,Moderate,0.28,High,Low,67,4,670,0
